atomic number,initial energy eV,number trajectories,repetition id,bse,bse variance,bse std,te,te variance,te std,elapse time s
29,10000.0,10000,1,0.3352,2.2284096e-05,0.0047206033512677175,0.0,0.0,0.0,13.51060152053833
